fname,target_word,speech_start,speech_end,gesture_start,gesture_end,word_form,source_file,source_video_start,source_video_end,source_width,source_height,num_frames,pad,bbox
full/00049,full,47,52,29,56,full,PBFjTgwdfac,93.28,97.28,1280,720,2057,640,"[640, 360, 1920, 1640]"
round/00015,round,46,52,32,66,round,VgTqZOZ1UMQ,249.8,253.8,1920,1080,23160,654,"[1266, 569, 2574, 1877]"
two/00044,two,47,51,37,55,two,6FqoMXHJScU,333.92,337.92,1280,720,2007,360,"[352, 360, 1072, 1080]"
straight/00080,straight,45,53,0,99,straight,OqKPdjtgHJQ,379.24,383.24,1920,1080,251,930,"[989, 672, 2850, 2533]"
force/00029,force,46,53,25,58,force,PPLz1dw7Dtw,923.88,927.88,1280,720,1075,628,"[628, 359, 1885, 1616]"
three/00052,three,47,52,25,60,three,Pk9_HQUwHeA,413.64,417.64,1920,1080,19923,960,"[960, 540, 2880, 2460]"
close/00021,close,45,54,35,65,close,5GRQQkDAInU,348.44,352.44,1280,720,1435,640,"[640, 360, 1920, 1640]"
full/00050,full,47,52,25,69,full,hiclN-OOWGU,745.88,749.88,1920,1080,829,960,"[960, 544, 2880, 2464]"
large/00058,large,31,38,4,35,large,Dh8Mt4ocXzg,196.44,200.44,1920,1080,65,756,"[756, 545, 2269, 2058]"
broad/00018,broad,26,34,0,36,broad,elXhWweoQu4,111.6,115.6,1920,1080,724,639,"[639, 576, 1917, 1854]"
cup/00006,cup,47,51,38,76,cup,Ysjdqgil6wA,1100.4,1104.4,1280,720,34604,640,"[640, 360, 1920, 1640]"
wait/00010,wait,45,53,36,65,wait,thY9v97_Ohg,668.12,672.12,1920,1080,257,495,"[1266, 584, 2256, 1574]"
push/00123,push,44,54,25,58,pushing,IbUzI2gcJes,598.48,602.48,1280,720,1818,481,"[495, 400, 1457, 1362]"
separate/00045,separate,43,56,25,72,separate,G5LWQXshHxc,448.96,452.96,1920,1080,3459,673,"[1246, 572, 2593, 1919]"
throw/00075,throw,18,21,0,35,throw,vCFHoI6EqVo,562.84,566.84,1280,720,112,616,"[616, 362, 1848, 1594]"
process/00021,process,41,57,20,62,process,O9pskiNmhlg,176.52,180.52,1280,720,3788,539,"[740, 389, 1819, 1468]"
above/00087,above,44,55,17,52,above,CRtVO42UQus,156.0,160.0,1280,720,2861,640,"[640, 378, 1920, 1658]"
bye/00292,bye,51,67,44,82,bye,BFEAmh5EolM,1035.04,1039.04,1280,720,25976,515,"[719, 379, 1749, 1409]"
front/00037,front,47,52,18,53,front,ligss_44oxs,74.2,78.2,1920,1080,3145,779,"[1015, 540, 2573, 2098]"
throw/00076,throw,46,53,39,56,throw,G4B0-aMH_dk,112.88,116.88,1920,1080,222,834,"[971, 554, 2640, 2223]"
many/00016,many,37,45,23,66,many,dPbO8n0a5TU,238.72,242.72,1280,720,201,580,"[580, 367, 1741, 1528]"
curve/00025,curve,44,54,25,68,curved,0HnaLnUdYvs,234.0,238.0,1920,1080,612,819,"[1003, 557, 2642, 2196]"
three/00053,three,66,75,53,89,three,8WceXXZ49hQ,347.84,351.84,1280,720,634,424,"[708, 360, 1557, 1209]"
turn/00063,turn,47,52,36,65,turn,4Fjuioj3Gfc,306.56,310.56,1920,1080,321,598,"[963, 539, 2160, 1736]"
open/00060,open,46,53,25,56,opens,MMGOEpikxmk,558.56,562.56,1920,1080,34748,903,"[928, 539, 2735, 2346]"
five/00064,five,44,54,50,65,five,9L1rdSHHxyA,89.16,93.16,1280,720,203,453,"[680, 368, 1587, 1275]"
small/00067,small,45,54,41,53,small,wjqd99AKHJ4,167.08,171.08,1920,1080,284,775,"[775, 539, 2326, 2090]"
raise/00058,raise,45,53,36,60,raise,6qSXlTPr2HA,372.92,376.92,1920,1080,212,800,"[1114, 560, 2714, 2160]"
five/00065,five,59,65,37,73,five,WxHzwGem_4k,260.08,264.08,1920,1080,155,708,"[1048, 580, 2465, 1997]"
five/00066,five,47,52,40,72,five,6SOM1--InU4,534.8,538.8,1440,1080,191,574,"[783, 597, 1931, 1745]"
bye/00293,bye,84,95,71,99,bye,lwRkhqHhh14,504.76,508.76,1280,720,12126,625,"[654, 366, 1905, 1617]"
horizontal/00020,horizontal,42,56,33,52,horizontal,oDoZOHovq-c,567.96,571.96,1280,720,505,590,"[590, 359, 1771, 1540]"
bye/00294,bye,71,80,61,99,bye,WuCfTGFjTP4,650.08,654.08,1920,1080,457,597,"[597, 542, 1791, 1736]"
wide/00056,wide,46,53,37,67,wide,4lfE1tZBfO4,524.04,528.04,1920,1080,897,740,"[817, 554, 2298, 2035]"
flip/00023,flip,46,52,43,99,flip,exSeO_NHTO8,917.2,921.2,1920,1080,18304,960,"[960, 540, 2880, 2460]"
five/00067,five,46,53,40,68,five,E0TIlPKMlSk,17.4,21.4,1280,720,252,362,"[398, 302, 1123, 1027]"
together/00126,together,45,53,0,55,together,NpFHfHXicNs,895.28,899.28,1280,720,695,640,"[640, 360, 1920, 1640]"
bye/00295,bye,85,94,63,99,bye,9rZua-B6OOw,376.6,380.6,1280,720,707,508,"[508, 354, 1524, 1370]"
whole/00093,whole,14,21,0,55,whole,WuCfTGFjTP4,535.28,539.28,1920,1080,1694,509,"[1440, 571, 2458, 1589]"
hug/00008,hug,44,52,0,56,hug,EFjKRrBS80A,307.08,311.08,1920,1080,475,534,"[500, 546, 1517, 1174]"
peak/00007,peak,45,53,18,48,peak,3es8zXTtliU,622.96,626.96,1920,1080,501,703,"[1105, 608, 2512, 2015]"
five/00068,five,46,53,27,62,five,ORlTT9FHUqc,528.2,532.2,1920,1080,2825,960,"[960, 540, 2880, 2460]"
many/00017,many,52,57,25,66,many,E18Jx-9pFNw,571.96,575.96,1920,1080,81,710,"[1209, 539, 2630, 1960]"
wrap/00028,wrap,47,52,0,99,wrap,IZj83qeOYOo,480.16,484.16,1920,1080,794,661,"[879, 540, 2201, 1862]"
full/00051,full,47,51,19,72,full,ib7OGq3zhgg,765.52,769.52,1280,720,3380,420,"[684, 360, 1525, 1201]"
track/00022,track,46,53,46,71,tracked,KIoXHeW86Gs,1286.88,1290.88,1280,720,558,413,"[583, 376, 1409, 1202]"
flow/00028,flow,42,57,0,60,flow,LyiWgT-mZsk,49.0,53.0,1280,720,5496,328,"[324, 384, 981, 1041]"
flow/00029,flow,43,55,41,99,flow,Cj1wEnvr_rE,225.0,229.0,1920,1080,1775,913,"[1007, 555, 2833, 2381]"
compress/00005,compress,42,57,32,99,compressed,qFLL-XB56UU,101.92,105.92,1920,1080,8689,870,"[870, 542, 2610, 2282]"
five/00069,five,43,56,27,99,five,lRUTup6bS6g,67.0,71.0,1280,720,574,558,"[722, 376, 1838, 1492]"
together/00127,together,45,53,0,49,together,4NSyFpz-N-U,180.32,184.32,1920,1080,1437,494,"[563, 586, 1551, 1574]"
open/00061,open,36,44,21,54,open,ZVgphaw9ktc,59.84,63.84,1280,720,116,471,"[808, 366, 1751, 1309]"
strong/00031,strong,43,56,30,94,strong,BO5WlUOXMrc,779.36,783.36,960,720,784,478,"[482, 392, 1438, 1348]"
expand/00130,expand,40,59,29,75,expanding,4OJTN0M1DBk,82.28,86.28,1920,1080,726,578,"[956, 658, 2113, 1815]"
together/00128,together,45,53,37,62,together,8L1cz1Hr6Hs,264.52,268.52,1920,1080,446,683,"[951, 664, 2318, 2031]"
five/00070,five,44,54,31,60,five,CO9nD79_BL0,27.56,31.56,1920,1080,3455,960,"[960, 540, 2880, 2460]"
narrow/00020,narrow,47,52,24,59,narrow,Egj89FmnYyo,51.92,55.92,1920,1080,16863,581,"[1338, 585, 2501, 1748]"
global/00026,global,44,55,25,75,global,lVwYCngibPI,366.32,370.32,1920,1080,3787,960,"[960, 600, 2880, 2520]"
open/00062,open,29,33,0,33,open,LgbpEsn252E,137.88,141.88,1280,720,401,339,"[798, 360, 1477, 1039]"
push/00124,push,46,53,25,75,pushed,BE6Zt__Q5_k,650.4,654.4,1280,720,27509,640,"[640, 364, 1920, 1644]"
block/00042,block,45,54,16,61,blocked,c3Ldo0qcRHA,90.28,94.28,1280,720,2430,402,"[678, 426, 1482, 1230]"
expand/00131,expand,40,58,32,99,expanding,jh0aNbYT3Qs,43.8,47.8,1280,720,1120,640,"[640, 360, 1920, 1640]"
huge/00072,huge,46,53,13,52,huge,h8tk0hmWB44,40.48,44.48,1280,720,1942,640,"[640, 360, 1920, 1640]"
rotate/00011,rotate,41,58,28,75,rotate,bm_ZK5vU5ag,322.64,326.64,1280,720,317,330,"[913, 374, 1574, 1035]"
push/00125,push,46,52,39,64,push,RS6itH6E_oQ,201.44,205.44,1920,1080,5163,714,"[1086, 539, 2515, 1968]"
trap/00002,trap,46,53,40,99,trap,8mQQ688csuw,176.76,180.76,640,480,451,309,"[309, 244, 927, 862]"
high/00039,high,47,52,34,99,high,Dzud2naUWmA,330.88,334.88,1280,720,32321,640,"[640, 360, 1920, 1640]"
long/00053,long,47,52,30,57,long,CBLz-ChkPQo,356.12,360.12,1280,720,1328,448,"[821, 378, 1717, 1274]"
high/00040,high,45,53,25,60,high,N2mhEOSC_hk,3.32,7.32,1920,1080,384,939,"[939, 633, 2818, 2512]"
together/00129,together,42,56,0,63,together,L1_HnGrk6aM,258.28,262.28,1920,1080,7411,960,"[960, 540, 2880, 2460]"
block/00043,block,24,34,0,81,blocks,QYE3ancjrjk,204.88,208.88,1920,1080,654,889,"[1031, 541, 2809, 2319]"
hold/00048,hold,10,14,1,26,held,tc-9nTpmw40,432.48,436.48,1280,720,322,640,"[640, 360, 1920, 1640]"
below/00161,below,46,53,0,53,below,FmJnXlnHcnU,560.8,564.8,1280,720,1351,396,"[396, 389, 1188, 1181]"
round/00016,round,45,53,40,86,round,hVidL1o28gw,127.32,131.32,1920,1080,537,858,"[1061, 564, 2778, 2281]"
bye/00296,bye,87,91,54,90,bye,z_FZV1lHzkk,361.12,365.12,1920,1080,253,766,"[1153, 539, 2686, 2072]"
direction/00102,direction,43,56,42,68,direction,cxwQHXzscRQ,42.28,46.28,1920,1080,4487,597,"[1188, 560, 2383, 1755]"
four/00055,four,46,52,43,61,four,NSWOvw5N4nU,238.44,242.44,1920,1080,203,703,"[873, 540, 2279, 1946]"
small/00068,small,46,53,28,82,small,i9ZAcGtWFFs,1675.44,1679.44,1920,1080,1764,266,"[348, 775, 881, 1308]"
zoom/00015,zoom,31,38,27,53,zoom,YHrpgmcdyDg,125.68,129.68,1920,1080,133,790,"[1130, 560, 2710, 2140]"
together/00130,together,42,57,15,58,together,BzHxX9A4DmU,370.72,374.72,1920,1076,282,484,"[1326, 549, 2294, 1517]"
three/00054,three,46,53,39,76,three,yfwd5PS4irs,48.08,52.08,1920,1080,765,684,"[991, 543, 2360, 1912]"
little/00017,little,47,52,35,70,little,LDF70lSdEho,707.48,711.48,1920,1080,17737,960,"[960, 540, 2880, 2460]"
mix/00058,mix,41,57,10,77,mix,FqXUfxEywzk,37.84,41.84,1920,1080,726,657,"[1150, 502, 2464, 1816]"
stretch/00022,stretch,44,54,0,54,stretching,h57ZDynCiVE,237.44,241.44,1280,720,280,544,"[735, 374, 1824, 1463]"
throw/00077,throw,25,33,21,45,thrown,mZC7w5uYnrM,350.12,354.12,1920,1080,198,790,"[873, 539, 2453, 2119]"
global/00027,global,44,54,42,80,global,80U9ej1I9fo,399.24,403.24,1280,720,2555,508,"[771, 372, 1788, 1389]"
together/00131,together,7,16,0,27,together,8EUAfxlYl1w,316.96,320.96,1920,1080,244,400,"[769, 400, 1570, 1201]"
tie/00018,tie,45,53,11,99,tie,ow_LV61ZmmA,638.8,642.8,1280,720,5524,632,"[648, 360, 1912, 1624]"
switch/00102,switch,47,52,29,88,switch,uDz2eGZUDZ8,273.76,277.76,1280,720,2374,598,"[598, 360, 1794, 1556]"
raise/00059,raise,43,55,32,58,raised,U7RsgFvvAEc,179.44,183.44,1920,1080,4668,716,"[716, 604, 2148, 2036]"
switch/00103,switch,46,52,23,60,switch,W_9G8lXWD_8,180.28,184.28,1280,720,6261,640,"[640, 360, 1920, 1640]"
short/00022,short,45,53,32,67,short,lKPe_JZTr90,32.48,36.48,1920,1080,890,497,"[821, 583, 1369, 1289]"
separate/00046,separate,41,57,34,59,separating,Dp1EQ1myM9Y,423.8,427.8,1280,720,569,557,"[691, 382, 1805, 1496]"
hello/00100,hello,16,24,0,30,hello,Y2zhJ5XH9n0,472.24,476.24,1280,720,1245,512,"[680, 384, 1705, 1409]"
mix/00059,mix,47,52,18,62,mix,jKxEoH_jV4A,683.76,687.76,1280,720,848,631,"[631, 382, 1893, 1644]"
huge/00073,huge,45,53,25,54,huge,nXXoHzj0SHY,125.88,129.88,1920,1080,414,643,"[859, 553, 2146, 1840]"
cross/00033,cross,46,52,25,64,cross,JXB4ljURBOA,45.68,49.68,1920,1080,1522,487,"[463, 592, 1438, 1567]"
straight/00081,straight,46,52,40,63,straight,v3eAH1YnflY,619.04,623.04,1920,1080,229,851,"[882, 544, 2585, 2247]"
below/00162,below,45,54,18,59,below,HhZ8h5wTyQE,846.28,850.28,1280,720,7371,556,"[723, 359, 1836, 1472]"
count/00021,count,46,53,30,70,count,3V5_ja5RtJY,657.24,661.24,1920,1080,24395,580,"[580, 623, 1740, 1783]"
specific/00134,specific,43,56,36,63,specific,L6BawxvFgMM,349.84,353.84,1920,1080,123,509,"[1271, 571, 2289, 1589]"
specific/00135,specific,44,54,35,99,specific,a0evteqKOQc,363.92,367.92,1280,720,4747,640,"[640, 371, 1920, 1651]"
lower/00039,lower,61,71,52,78,lower,0Zf_AL-ZJfU,328.4,332.4,1920,1080,922,728,"[743, 592, 2200, 2049]"
build/00030,build,69,76,51,84,building,90bhL8B0ha8,637.08,641.08,1920,1080,633,564,"[1356, 539, 2484, 1667]"
move/00088,move,47,52,0,79,move,G5Ue3LE_55s,298.4,302.4,1280,720,256,412,"[588, 359, 1413, 1184]"
below/00163,below,46,53,17,50,below,MyzZJE0zkgw,323.44,327.44,1920,1080,8044,501,"[501, 589, 1504, 1592]"
heavy/00017,heavy,46,53,36,58,heavy,0VsbXLVr2P0,399.72,403.72,1280,720,412,640,"[640, 363, 1920, 1643]"
together/00132,together,44,54,25,65,together,ekDfFK2nfkQ,201.0,205.0,1920,1080,190,888,"[1032, 565, 2808, 2341]"
layer/00034,layer,46,53,18,76,layers,6-DahmpVQvI,947.64,951.64,1280,720,974,377,"[377, 359, 1132, 1114]"
below/00164,below,46,53,35,52,below,GezARweG-e4,374.72,378.72,1280,720,152,518,"[528, 360, 1564, 1396]"
push/00126,push,48,56,21,61,push,5GrC8iU6M1M,304.12,308.12,1280,720,661,640,"[640, 360, 1920, 1640]"
bye/00297,bye,82,87,74,99,bye,q57N1e7GIgU,511.32,515.32,1920,1080,768,960,"[960, 540, 2880, 2460]"
point/00017,point,48,54,25,58,point,PIsNt_7sah4,965.32,969.32,1280,720,415,566,"[566, 374, 1698, 1506]"
long/00054,long,45,54,24,65,long,u-ochCDCA6g,308.08,312.08,1280,720,8025,538,"[741, 388, 1818, 1465]"
small/00069,small,45,54,33,68,small,xAPBUvxZEQw,690.64,694.64,1920,1080,1926,960,"[960, 540, 2880, 2460]"
bye/00298,bye,84,90,76,99,bye,7uSHsac_-gI,771.08,775.08,1920,1080,755,841,"[856, 539, 2539, 2222]"
open/00063,open,46,53,36,62,open,jpkgmdUc77I,799.08,803.08,1920,1080,2043,621,"[1349, 540, 2517, 1579]"
strong/00032,strong,42,56,25,75,strong,YSpfV0YnW7o,213.4,217.4,1280,720,6911,322,"[958, 405, 1602, 1049]"
grab/00035,grab,69,77,50,82,grab,MEe1oSE9B0A,331.72,335.72,1920,1080,109,925,"[994, 539, 2845, 2390]"
spin/00040,spin,44,55,27,55,spun,QUGyOMfIAcw,17.4,21.4,1920,1080,861,478,"[1071, 602, 1667, 1203]"
push/00127,push,45,53,25,73,push,bJBSC4ZF1bE,522.16,526.16,1280,720,156,401,"[506, 399, 1309, 1202]"
large/00059,large,46,53,37,70,large,xDN1xLzLD7I,1095.96,1099.96,1920,1080,1266,739,"[1180, 665, 2659, 2144]"
break/00008,break,43,55,29,63,breaks,9gwTH4Yme8I,6.6,10.6,1920,1080,145,548,"[901, 546, 1998, 1643]"
top/00060,top,47,52,38,60,top,BFHoWLfXazs,335.48,339.48,1280,720,1179,500,"[542, 379, 1542, 1379]"
press/00058,press,46,53,41,75,press,oy_lQykHUjM,110.76,114.76,1920,1080,1000,939,"[939, 564, 2818, 2443]"
lower/00040,lower,45,53,0,50,lower,UxkzagB4As4,274.04,278.04,1280,720,1108,605,"[605, 377, 1816, 1588]"
specific/00136,specific,43,56,0,50,specific,MfuDWYVNp-o,321.52,325.52,1280,720,2417,640,"[640, 360, 1920, 1640]"
five/00071,five,46,53,35,60,five,EbcmQmt9FvQ,1109.88,1113.88,1280,720,711,459,"[621, 375, 1539, 1293]"
no/00053,no,48,51,0,57,no,ZuQjNKvE_0Q,1683.24,1687.24,958,720,431,448,"[448, 365, 1344, 1261]"
roll/00022,roll,47,52,71,99,rolled,5Dla285_vQk,143.0,147.0,1920,1080,11544,953,"[967, 539, 2873, 2445]"
grab/00036,grab,43,55,42,65,grabs,JrBjQJhHfzk,504.48,508.48,1280,720,1251,490,"[637, 365, 1618, 1346]"
rotate/00012,rotate,56,67,35,68,rotated,wr1I7gSDDLc,119.16,123.16,1920,1080,109,491,"[543, 644, 1525, 1626]"
fight/00009,fight,47,52,25,58,fight,WL-9CUUWFlg,19.92,23.92,1920,1080,637,511,"[1449, 568, 2472, 1591]"
expand/00132,expand,42,57,30,62,expanding,u1aBwwa0WxE,315.72,319.72,1280,720,790,352,"[950, 358, 1655, 1063]"
raise/00060,raise,47,52,24,71,raise,zkSO2YIkRLY,765.56,769.56,1280,720,890,541,"[738, 368, 1821, 1451]"
mix/00060,mix,47,52,33,58,mixed,4AtMSnmkPDE,209.28,213.28,1920,1080,753,960,"[960, 546, 2880, 2466]"
full/00052,full,46,52,25,70,full,m76BhH7D3uI,205.16,209.16,1920,1080,621,887,"[957, 557, 2732, 2332]"
focus/00038,focus,70,77,50,97,focus,zI99nOKd39s,104.32,108.32,1920,1080,334,719,"[872, 554, 2311, 1993]"
top/00061,top,47,52,27,73,top,7JYo9fjYOQI,331.24,335.24,1920,1080,2288,851,"[851, 540, 2553, 2242]"
three/00055,three,52,57,31,68,three,4LvoiVYha08,405.08,409.08,1280,720,139,603,"[603, 367, 1809, 1573]"
close/00022,close,46,52,31,61,close,fRLnQ-zfWvE,454.0,458.0,1920,1080,304,741,"[919, 548, 2402, 2031]"
below/00165,below,46,53,35,59,below,vFImIbzLQcM,852.0,856.0,854,480,8550,427,"[427, 240, 1281, 1094]"
two/00045,two,20,27,0,25,two,CnnE-hnSPUI,170.64,174.64,1280,720,93,454,"[774, 360, 1682, 1268]"
process/00022,process,75,78,6,43,process,M4Mu0yN8ck0,302.08,306.08,1920,1080,78,722,"[722, 601, 2166, 2045]"
force/00030,force,32,42,5,51,forces,HWi4iL-G7lU,684.88,688.88,1920,1080,55,403,"[743, 687, 1550, 1494]"
switch/00104,switch,44,55,19,62,switched,ARWxmZ488UQ,681.44,685.44,1920,1080,412,794,"[1049, 548, 2638, 2137]"
balance/00052,balance,44,55,25,50,balance,TS81H1_dHcY,18.92,22.92,1280,720,805,579,"[645, 398, 1803, 1556]"
bye/00299,bye,72,82,72,99,bye,xAPBUvxZEQw,743.6,747.6,1920,1080,1926,960,"[960, 540, 2880, 2460]"
two/00046,two,47,51,38,62,two,sZkQXMjRlS4,747.76,751.76,1920,1080,1604,590,"[1297, 538, 2477, 1718]"
below/00166,below,45,53,38,65,below,4gGbm9qoRiM,693.72,697.72,1920,1080,690,839,"[1081, 540, 2759, 2218]"
mix/00061,mix,47,51,33,64,mix,y-Y6Ba09GBw,675.68,679.68,640,480,3580,298,"[342, 241, 938, 837]"
large/00060,large,45,53,32,76,large,qGig4ah1N9c,330.4,334.4,1920,1080,1357,889,"[1031, 545, 2809, 2323]"
separate/00047,separate,45,54,2,86,separate,qD1zMyta6KY,375.36,379.36,1280,720,1797,640,"[640, 360, 1920, 1640]"
whole/00094,whole,47,51,33,61,whole,3tIyGe7bDlc,137.72,141.72,1920,1080,1090,726,"[1076, 541, 2528, 1993]"
flow/00030,flow,35,42,0,53,flow,49sR25oyRcI,169.56,173.56,1920,1080,468,653,"[700, 563, 2007, 1870]"
huge/00074,huge,43,55,38,63,huge,DJBXLvQitNI,463.68,467.68,1920,1080,708,604,"[1316, 561, 2524, 1769]"
hold/00049,hold,45,54,29,99,holding,AOBPNy7eQcY,230.12,234.12,1280,720,5584,640,"[640, 360, 1920, 1640]"
below/00167,below,88,96,65,99,below,2lkmNrTYzno,289.12,293.12,1280,720,256,480,"[793, 370, 1753, 1330]"
bye/00300,bye,80,90,69,99,bye,wiT2O9bUKFg,732.48,736.48,1920,1080,772,958,"[958, 539, 2875, 2456]"
grow/00043,grow,46,52,34,62,grow,vSJrJf4FTd4,216.08,220.08,1920,1080,370,682,"[841, 543, 2205, 1907]"
small/00070,small,45,53,28,51,small,8dHJvhKQi88,335.16,339.16,1280,720,318,518,"[761, 359, 1798, 1396]"
broad/00019,broad,43,56,32,57,broad,NaDaK4zqx7c,227.8,231.8,1280,720,1887,446,"[793, 415, 1686, 1308]"
three/00056,three,46,52,25,70,three,ZKn6nvlIsmg,377.56,381.56,1280,720,722,553,"[726, 359, 1833, 1466]"
quick/00024,quick,46,52,31,57,quick,ifeWUJ8MgJY,59.24,63.24,1920,1080,1317,547,"[966, 505, 2061, 1600]"
bye/00301,bye,84,88,85,99,bye,LygLBzBrQV8,416.8,420.8,1920,1080,143,960,"[960, 545, 2880, 2465]"
three/00057,three,15,23,9,99,three,1yHH-YsSjWE,169.68,173.68,1280,720,388,477,"[540, 359, 1495, 1314]"
track/00023,track,45,54,25,71,tracks,rVSjnlEVfvE,198.52,202.52,1280,720,176,325,"[325, 390, 975, 1040]"
force/00031,force,43,55,24,72,forces,dC1zFB4qSAg,403.64,407.64,1280,720,688,535,"[744, 359, 1815, 1430]"
high/00041,high,43,50,0,55,high,Pe9zKtYZoqs,745.68,749.68,1280,720,638,360,"[280, 360, 1000, 1080]"
switch/00105,switch,46,52,25,68,switch,JfVyvzwibos,416.8,420.8,1920,1080,258,578,"[1342, 541, 2498, 1697]"
bye/00302,bye,46,53,35,61,bye,_3kU5TZlBRE,760.24,764.24,1920,1080,1602,761,"[1158, 616, 2681, 2139]"
below/00168,below,79,85,61,91,below,VXSvSQpjGzQ,45.36,49.36,1920,1080,106,491,"[935, 565, 1918, 1548]"
hashtag/00011,hashtag,41,58,25,67,hashtag,HtwK5wzmb5E,4.6,8.6,1920,1080,149,523,"[1434, 556, 2481, 1603]"
no/00054,no,48,50,30,68,no,DSqJNwkXzCc,1363.68,1367.68,1920,1080,8036,491,"[491, 456, 1473, 1438]"
compress/00006,compress,38,60,3,99,compress,Olov9iu8YLw,508.08,512.08,1920,1080,2735,702,"[853, 593, 2258, 1998]"
few/00006,few,47,51,37,64,few,4RyxRouIH3k,487.64,491.64,1920,1080,1228,960,"[960, 540, 2880, 2460]"
bye/00303,bye,53,61,50,99,bye,2gGn-s_QkQc,592.24,596.24,1920,1080,547,476,"[1412, 634, 2365, 1587]"
together/00133,together,44,54,25,50,together,fbx8Yf1Ajjw,165.92,169.92,854,480,10739,427,"[427, 240, 1281, 1094]"
move/00089,move,44,54,22,74,moving,4VyU3WZ3Xsg,89.84,93.84,1280,720,18262,640,"[640, 360, 1920, 1640]"
angle/00012,angle,46,53,35,55,angle,7BvVR5J1hOU,55.04,59.04,1920,1080,223,724,"[1088, 551, 2537, 2000]"
flow/00031,flow,44,55,25,66,flow,DZDoL6v-i6k,21.44,25.44,1920,1080,1427,960,"[960, 554, 2880, 2474]"
balance/00053,balance,44,54,19,54,balance,62-f-qtDb7k,1433.72,1437.72,1920,1080,1628,769,"[1150, 570, 2689, 2109]"
direction/00103,direction,40,58,35,69,direction,r3_Dtp0Dv6A,531.32,535.32,1280,720,550,640,"[640, 371, 1920, 1651]"
flow/00032,flow,45,53,31,55,flowed,1nLGiMceJsQ,425.8,429.8,960,720,1101,329,"[545, 361, 1204, 1020]"
high/00042,high,48,51,0,85,high,vshUU3-jtQs,835.16,839.16,1920,1080,1586,441,"[1194, 508, 2077, 1391]"
five/00072,five,46,52,45,76,five,jnXrzqgnAtk,337.96,341.96,1920,1080,486,960,"[960, 568, 2880, 2488]"
switch/00106,switch,45,54,25,69,switch,H9qr-UPHKJI,538.4,542.4,1280,720,4504,640,"[640, 360, 1920, 1640]"
turn/00064,turn,46,53,25,75,turning,7GsOuQNLTkI,688.32,692.32,1280,720,156,328,"[837, 392, 1493, 1048]"
wide/00057,wide,3,13,0,20,wide,1XAgDwuTjUQ,654.76,658.76,1280,718,399,455,"[545, 359, 1455, 1269]"
below/00169,below,46,53,39,65,below,fJsDiqdUWsw,749.44,753.44,1920,1080,1170,508,"[1122, 534, 2138, 1550]"
bye/00304,bye,67,72,47,79,bye,SFaDbPIJLEc,429.04,433.04,1920,1080,1292,923,"[925, 540, 2771, 2386]"
bye/00305,bye,80,87,64,91,bye,kEtupuMPIQs,696.56,700.56,1920,1080,1423,394,"[1189, 587, 1977, 1375]"
twist/00019,twist,44,54,32,82,twists,wlxPkSADkIM,617.92,621.92,1280,720,1999,640,"[640, 360, 1920, 1640]"
combine/00029,combine,45,54,27,99,combine,79aGt3VcCLs,107.76,111.76,1920,1080,2366,563,"[1357, 626, 2483, 1752]"
small/00071,small,19,27,0,44,small,rEv38BOmbiA,186.48,190.48,1280,720,1213,589,"[690, 359, 1869, 1538]"
pieces/00005,pieces,47,52,26,48,piece,uTuTzMawvCs,1403.88,1407.88,1920,1080,633,638,"[882, 625, 2159, 1902]"
mix/00062,mix,68,74,56,88,mix,i1WrYEnqM30,369.68,373.68,1280,720,88,546,"[687, 360, 1779, 1452]"
push/00128,push,44,55,36,54,pushing,UlM0v35FC2Y,1060.64,1064.64,1280,720,57,391,"[888, 366, 1671, 1149]"
condense/00011,condense,42,56,36,62,condense,wagrbfKV5bE,469.96,473.96,1280,720,3611,545,"[637, 363, 1728, 1454]"
move/00090,move,46,52,25,75,moving,YsCPtJkzKtE,677.92,681.92,1280,720,1229,632,"[632, 359, 1897, 1624]"
push/00129,push,47,52,37,68,push,CFE9Z2m7hzs,383.88,387.88,1280,720,591,330,"[614, 424, 1275, 1085]"
small/00072,small,45,53,33,57,small,HJ14CAXkz7E,183.28,187.28,1280,720,202,588,"[588, 371, 1764, 1547]"
grab/00037,grab,47,52,0,64,grab,oitXwumWqwU,805.16,809.16,1280,720,1440,542,"[542, 366, 1627, 1451]"
bye/00306,bye,64,70,62,97,bye,y47-eThr9v8,519.16,523.16,1920,1080,1227,531,"[998, 545, 2061, 1608]"
straight/00082,straight,45,53,25,69,straight,rD_igClCokQ,455.2,459.2,1280,720,1351,513,"[513, 359, 1540, 1386]"
shrink/00019,shrink,44,54,38,60,shrinking,2PPC2bGpS60,335.84,339.84,1280,720,14459,408,"[871, 430, 1688, 1247]"
specific/00137,specific,40,58,25,50,specific,6Yi7EGyadd4,386.8,390.8,1280,720,3268,640,"[640, 446, 1920, 1726]"
begin/00016,begin,19,30,0,32,begin,AmGIjdVXp_o,248.6,252.6,1920,1080,255,669,"[973, 573, 2312, 1912]"
three/00058,three,47,52,35,69,three,T2fLG5sg0-Y,355.0,359.0,1920,1080,813,901,"[901, 540, 2703, 2342]"
entire/00056,entire,44,54,25,50,entire,aY8M_YBh3nk,160.88,164.88,1280,720,479,474,"[490, 405, 1438, 1353]"
circle/00058,circle,44,55,16,60,circle,GY-1CRimlXQ,349.92,353.92,1280,720,2643,398,"[882, 465, 1678, 1261]"
